| 02-06-2018 | 15:04:28.896 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 349993.324009 seconds
| 02-07-2018 | 19:02:26.083 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-08 04:51:36 +0000
| 02-07-2018 | 19:03:58.663 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 249223.657722 seconds
| 02-07-2018 | 19:03:58.663 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 249223.657722 seconds
| 02-07-2018 | 19:03:58.663 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 17257.613906
| 02-07-2018 | 19:03:58.663 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 17257.613906 seconds
| 02-07-2018 | 19:06:38.430 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-07-2018 | 19:06:38.431 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-08 04:51:36 +0000
| 02-07-2018 | 19:12:51.720 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 248690.600599 seconds
| 02-07-2018 | 19:12:51.720 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 248690.600599 seconds
| 02-07-2018 | 19:12:51.720 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 16724.556829
| 02-07-2018 | 19:12:51.720 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 16724.556829 seconds
| 02-07-2018 | 19:15:31.171 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-07-2018 | 19:15:31.171 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-08 04:51:36 +0000
| 02-07-2018 | 19:21:09.752 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 248192.569145 seconds
| 02-07-2018 | 19:21:09.752 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 248192.569145 seconds
| 02-07-2018 | 19:21:09.752 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 16226.525369
| 02-07-2018 | 19:21:09.752 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 16226.525369 seconds
| 02-07-2018 | 19:22:42.341 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-07-2018 | 19:22:42.341 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-08 04:51:36 +0000
| 02-07-2018 | 19:41:05.639 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 246996.681578 seconds
| 02-07-2018 | 19:41:05.639 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 246996.681578 seconds
| 02-07-2018 | 19:41:05.640 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 15030.637829
| 02-07-2018 | 19:41:05.640 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 15030.637829 seconds
| 02-07-2018 | 19:41:22.624 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-07-2018 | 19:41:22.624 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-08 04:51:36 +0000
| 02-09-2018 | 17:59:39.654 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 80282.667352 seconds
| 02-09-2018 | 17:59:39.718 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 80282.667352 seconds
| 02-09-2018 | 17:59:39.848 | 495 | 5135 | AutoUpdateService.m |  166 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update Timer has elapsed while system was in sleep. Auto Update timer will fire in 0 seconds
| 02-09-2018 | 17:59:39.848 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 1513.000000 seconds
| 02-09-2018 | 18:09:49.746 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 18:09:49.746 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-09 23:24:52 +0000
| 02-09-2018 | 19:37:18.707 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 74423.678371 seconds
| 02-09-2018 | 19:37:18.707 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 74423.678371 seconds
| 02-09-2018 | 19:37:18.709 | 495 | 5135 | AutoUpdateService.m |  166 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update Timer has elapsed while system was in sleep. Auto Update timer will fire in 0 seconds
| 02-09-2018 | 19:37:18.709 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 1070.000000 seconds
| 02-09-2018 | 19:41:51.531 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 19:41:51.531 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-10 00:55:08 +0000
| 02-09-2018 | 19:42:56.735 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 74085.650044 seconds
| 02-09-2018 | 19:42:56.737 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 74085.650044 seconds
| 02-09-2018 | 19:42:56.737 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 731.971197
| 02-09-2018 | 19:42:56.738 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 731.971197 seconds
| 02-09-2018 | 19:46:36.120 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 19:46:36.120 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-10 00:55:08 +0000
| 02-09-2018 | 19:47:29.738 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 73812.648389 seconds
| 02-09-2018 | 19:47:29.738 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 73812.648389 seconds
| 02-09-2018 | 19:47:29.738 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 458.971047
| 02-09-2018 | 19:47:29.738 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 458.971047 seconds
| 02-09-2018 | 19:55:09.239 | 495 | 5135 | AutoUpdateService.m |   72 | -[AutoUpdateService logAutoUpdateState] | LM_AUTOUPDATE |   LL_ALWAYS | Resolved Auto-Update State: Auto. Resolved Auto-Update Domain: User
| 02-09-2018 | 19:55:09.245 | 495 | 5135 | AutoUpdateService.m |   80 | -[AutoUpdateService logAutoUpdateState] | LM_AUTOUPDATE |   LL_ALWAYS | Resolved Auto-Update Defer Count: -1. Resolved Auto-Update Defer Domain: User
| 02-09-2018 | 19:55:09.245 | 495 | 5135 | AutoUpdateService.m |  219 | -[AutoUpdateService checkForUpdateIsUserTriggered:] | LM_AUTOUPDATE |   LL_ALWAYS | Checking for update now: Scheduler triggered
| 02-09-2018 | 19:55:09.245 | 495 | 5135 | AutoUpdateService.m |   72 | -[AutoUpdateService logAutoUpdateState] | LM_AUTOUPDATE |   LL_ALWAYS | Resolved Auto-Update State: Auto. Resolved Auto-Update Domain: User
| 02-09-2018 | 19:55:09.246 | 495 | 5135 | AutoUpdateService.m |   80 | -[AutoUpdateService logAutoUpdateState] | LM_AUTOUPDATE |   LL_ALWAYS | Resolved Auto-Update Defer Count: -1. Resolved Auto-Update Defer Domain: User
| 02-09-2018 | 19:55:09.259 | 495 | 5135 | AutoUpdateService.m |  313 | -[AutoUpdateService randomizedAutoUpdateInterval] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update check interval: 86400.000000 seconds
| 02-09-2018 | 19:55:09.259 | 495 | 5135 | AutoUpdateService.m |  317 | -[AutoUpdateService randomizedAutoUpdateInterval] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update check random window is set to 1746.000000 seconds
| 02-09-2018 | 19:55:09.266 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 88146.000000 seconds
| 02-09-2018 | 20:27:12.202 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 20:27:12.205 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 20:27:25.029 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 71417.356723 seconds
| 02-09-2018 | 20:27:25.029 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 71417.356723 seconds
| 02-09-2018 | 20:27:25.029 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 86210.236992
| 02-09-2018 | 20:27:25.030 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 86210.236992 seconds
| 02-09-2018 | 21:03:17.876 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 21:03:17.907 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 21:05:03.603 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 69158.782646 seconds
| 02-09-2018 | 21:05:03.610 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 69158.782646 seconds
| 02-09-2018 | 21:05:03.610 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 83951.656269
| 02-09-2018 | 21:05:03.611 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 83951.656269 seconds
| 02-09-2018 | 21:06:50.100 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 21:06:50.109 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 21:10:45.650 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 68816.742465 seconds
| 02-09-2018 | 21:10:45.666 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 68816.742465 seconds
| 02-09-2018 | 21:10:45.666 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 83609.600776
| 02-09-2018 | 21:10:45.666 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 83609.600776 seconds
| 02-09-2018 | 21:24:32.969 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 21:24:33.094 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 22:30:49.602 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 64012.806732 seconds
| 02-09-2018 | 22:30:49.609 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 64012.806732 seconds
| 02-09-2018 | 22:30:49.609 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 78805.657895
| 02-09-2018 | 22:30:49.609 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 78805.657895 seconds
| 02-09-2018 | 22:40:27.269 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 22:40:27.352 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 22:59:52.700 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 62269.715932 seconds
| 02-09-2018 | 22:59:52.732 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 62269.715932 seconds
| 02-09-2018 | 22:59:52.732 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 77062.535162
| 02-09-2018 | 22:59:52.732 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 77062.535162 seconds
| 02-09-2018 | 23:38:07.927 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 23:38:08.034 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 23:38:45.646 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 59936.801688 seconds
| 02-09-2018 | 23:38:45.657 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 59936.801688 seconds
| 02-09-2018 | 23:38:45.657 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 74729.610282
| 02-09-2018 | 23:38:45.657 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 74729.610282 seconds
| 02-09-2018 | 23:39:34.865 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 23:39:34.865 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-09-2018 | 23:48:23.644 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 59358.814488 seconds
| 02-09-2018 | 23:48:23.650 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 59358.814488 seconds
| 02-09-2018 | 23:48:23.650 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 74151.617248
| 02-09-2018 | 23:48:23.650 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 74151.617248 seconds
| 02-09-2018 | 23:59:57.445 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-09-2018 | 23:59:57.549 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-10-2018 | 15:39:29.703 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 2292.761540 seconds
| 02-10-2018 | 15:39:29.733 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 2292.761540 seconds
| 02-10-2018 | 15:39:29.734 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 17085.533881
| 02-10-2018 | 15:39:29.734 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 17085.533881 seconds
| 02-10-2018 | 15:41:30.733 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-10-2018 | 15:41:30.733 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
| 02-10-2018 | 15:41:57.695 | 495 | 5135 | CEIPScheduler.m |   90 | __31-[CEIPScheduler startScheduler]_block_invoke35 |  LM_CEIP |   LL_ALWAYS | System woke up before CEIP timer could elapse. CEIP timer will fire in 2144.799778 seconds
| 02-10-2018 | 15:41:57.695 | 495 | 5135 | CEIPScheduler.m |  156 | -[CEIPScheduler startScheduleTimer:] |  LM_CEIP |   LL_ALWAYS | CEIP is scheduled to run after 2144.799778 seconds
| 02-10-2018 | 15:41:57.695 | 495 | 5135 | AutoUpdateService.m |  179 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke86 | LM_AUTOUPDATE |   LL_ALWAYS | System woke up. Auto Update Timer will fire in 16937.572315
| 02-10-2018 | 15:41:57.695 | 495 | 5135 | AutoUpdateService.m |  202 | -[AutoUpdateService scheduleAutoUpdateTimer:] | LM_AUTOUPDATE |   LL_ALWAYS | Auto Update policy is scheduled to check after 16937.572315 seconds
| 02-10-2018 | 15:43:30.952 | 495 | 5135 | CEIPScheduler.m |   59 | __31-[CEIPScheduler startScheduler]_block_invoke |  LM_CEIP |   LL_ALWAYS | System is sleeping. CEIP timer was scheduled to fire at 2018-02-10 21:17:42 +0000
| 02-10-2018 | 15:43:30.953 | 495 | 5135 | AutoUpdateService.m |  135 | __45-[AutoUpdateService startAutoUpdateScheduler]_block_invoke | LM_AUTOUPDATE |   LL_ALWAYS | System will sleep with timer scheduled to fire at 2018-02-11 01:24:15 +0000
